review_app_id,review_title,review_time,review_rating,review_content
529479190,good game,2020-10-22,5,good game
529479190,good,2020-10-22,5,good hope enjoyed guess booboo yesorg help stroke poop poop poop poop
529479190,good crack,2020-10-22,5,game top quality crack
529479190,love game,2020-10-22,5,best game ever keep super troop
529479190,awesome,2020-10-22,5,incredible game
529479190,banned,2020-10-22,1,got permanently banned reason warning played almost year community took
529479190,customer service bad,2020-10-22,1,ban son tried get account upgraded old phone outrageous spent money game horrible
529479190,bad customer support,2020-10-22,1,tried recover old account permanently ban said mine spend 30 still ban
529479190,best game quarantine,2020-10-22,5,think one best game world
529479190,great game,2020-10-21,5,love game starter town hall 5
529479190,need gem,2020-10-21,5,hey supercell read comment really need gem lost villege
529479190,fix,2020-10-21,3,constantly crash load screen fix good game
529479190,thing,2020-10-21,1,sc ever deal obvious cheating long money keep rolling
529479190,b fed,2020-10-21,1,game boring rigged bias
529479190,yea,2020-10-21,5,boiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
529479190,quite lot change,2020-10-21,4,used play 2 big defender prince princess whatever black elixir everything weird still good many change
529479190,bringbackglobalchat,2020-10-21,4,bring back global chat much fun please
529479190,love game,2020-10-21,5,love game
529479190,ight listen,2020-10-21,2,update put two builder one building building go faster
529479190,nice game,2020-10-21,5,game great overall really fun clan give way chat friend problem take much time upgrade town hall maybe make build optional maybe lower upgrade time b cost little much upgrade hero long c bring global chat back please new recruit system bad need global chat see guy supercell removed abused even though remove editalso maybe lower delay challenge upgrade construction something
529479190,amazing game,2020-10-20,5,game amazing ad way play friend endless hour gaming love game much
529479190,frustrated,2020-10-20,1,constant crash since halloween update
529479190,got banned,2020-10-20,5,got banned reason please get unbanned please
529479190,cool,2020-10-20,5,take strategy fun yea
529479190,boring,2020-10-20,2,game quite boring day
529479190,coc,2020-10-20,4,game keep crashing load screen great game work
529479190,horrible game,2020-10-19,1,attack thing see losing fight pair hardest people like thinking
529479190,suggestion,2020-10-19,5,suggestion game collect dark elixir elixir gold offline
529479190,asome,2020-10-19,5,clash great game
529479190,good game need one change,2020-10-19,4,hey developer really annoying long take upgrade every thing wondering could dial back bit
529479190,awesome game,2020-10-19,5,love clash clan great game general gregg matrix clan challenge u friendly war
529479190,clan war,2020-10-19,5,clan war literally give ptsd 1010
529479190,special offer,2020-10-19,3,love game special offer expensive
529479190,special offer,2020-10-19,3,wan na say game great special offer way expensive maybe lower
529479190,big fun,2020-10-19,5,good game big fun
529479190,good game okay problem,2020-10-19,4,game good like u build fight upgrade thing buti wait long time upgrade thing bulid thing train troopsalso user raid base steal portion goldexlirdark exlir sheld playing game almost three year enjoy
529479190,global chat,2020-10-19,5,global chat big issue loved chatting people around world pretty sad took game kinda boring
529479190,one mistake,2020-10-19,5,personally love everything game except one thing feel like time limit attack unnecessary able much time need complete attack otherwise great game
529479190,sometimes bug show,2020-10-19,1,think supercell team need developed old version open play user
529479190,one best addicting strategy game,2020-10-19,5,game improved much since played first came liking challenge give extra loot one suggestion think guy expand story campaign mean able raid base already completed earn reward like gem potion spell
529479190,best game long term,2020-10-19,5,childhood game used play much many year still love day would definitely recomend getting game
529479190,one,2020-10-19,5,clash clan literally best mobile game ive ever played ever since ai first started back 2014 game never done wrong great way socialize meet people world great way practice strategizing organizing help build real life skill set could actually help one day life free play also buy stuff really want season pas best thing ever introduced clash help everyone progress much faster cheap thing rub troop ai sometimes execute raid correctly ai work instead truly satisfying part clash always tell clan mate clash oblivate noobs
529479190,best game,2020-10-18,5,doubt favorite game
529479190,supersell puppet mastermaking gameplay,2020-10-18,1,fraudulent monkey like developer lagging older device android side android racist jerk
529479190,review,2020-10-18,1,ri able play update game crashing havent able get past loading screen clash royal
529479190,fernando penaloza,2020-10-18,5,like time take forever deal
529479190,best,2020-10-18,5,one best game nave played add
529479190,love,2020-10-18,5,love grind coc
529479190,love america,2020-10-18,5,god bless usa
529479190,amazing,2020-10-18,5,best game generation hand
529479190,trust,2020-10-18,5,super good game
529479190,game crash,2020-10-18,1,game crashing every time try load
529479190,clash clan,2020-10-18,5,great game lovin
529479190,clash clan,2020-10-18,5,pretty good like grinding game island
529479190,clash,2020-10-18,5,love
529479190,upgrade,2020-10-17,5,update country flag allow multiple item worked upgrade laboratory
529479190,best game,2020-10-17,5,give lot gem gold buy use clash clan hack everyday great
529479190,good,2020-10-17,3,game good took part game made great global chat one thing brought strong loyal member clan fun able build clan lost motivation play seeing say get perma bann
529479190,addiction fun game,2020-10-17,4,clash clan addictive love gameit take good amount skill learned lot people overall game fun play well
529479190,wat dis garbige,2020-10-17,5,dem people always attakin base stealin money aint fare
529479190,love game,2020-10-17,5,love game
529479190,good hard,2020-10-17,5,little gold elixir
529479190,gg,2020-10-17,5,good game
529479190,clash clan,2020-10-17,5,best simulation game year
529479190,fun,2020-10-16,5,fun
529479190,coo,2020-10-16,5,yeah bad pretty cool
529479190,love,2020-10-16,5,watched friend play year finally broke downloaded addictive fun
529479190,many,2020-10-16,5,one good mobile game
529479190,best game ever better among u,2020-10-16,5,playing game 5 year love
529479190,awesomely created fame,2020-10-16,5,game awesome playing like 2 year
529479190,h,2020-10-16,5,awesome game 10001000
529479190,favorite game,2020-10-15,5,best game ive ever played
529479190,lag much,2020-10-15,1,using iphone 11 pro max graphic lag like crazy overheating
529479190,like cut g,2020-10-15,5,like game cut g
529479190,amazing game,2020-10-15,5,addictive fun
529479190,awesome,2020-10-15,5,first hate game friend told play always say best game ever
529479190,,2020-10-15,5,timer u attack clan mate bass
